chunk_size,ratio,arm,detail,compute,rep,touches,bytes_touched,wall_ns,absent_handled,evictions,infeasible,prefetches,pager_bytes_fetched,io_read_bytes_delta,dedup_resident,dedup_fetching,pin_broken,rc
134217728,0.625,A,normal,n/a,2,80,10737418240,2733428061,n/a,n/a,n/a,n/a,n/a,10762444800,n/a,n/a,n/a,0
134217728,0.625,A,normal,n/a,3,80,10737418240,2631468220,n/a,n/a,n/a,n/a,n/a,10737455104,n/a,n/a,n/a,0
134217728,0.625,A,sequential,n/a,1,80,10737418240,3779117403,n/a,n/a,n/a,n/a,n/a,10720288768,n/a,n/a,n/a,0
134217728,0.625,A,sequential,n/a,2,80,10737418240,2732653358,n/a,n/a,n/a,n/a,n/a,10737266688,n/a,n/a,n/a,0
134217728,0.625,A,sequential,n/a,3,80,10737418240,2800942746,n/a,n/a,n/a,n/a,n/a,10737455104,n/a,n/a,n/a,0
134217728,0.625,B,normal,n/a,1,80,10737418240,2832428787,n/a,n/a,n/a,n/a,n/a,10192158720,n/a,n/a,n/a,0
134217728,0.625,B,normal,n/a,2,80,10737418240,3493949436,n/a,n/a,n/a,n/a,n/a,10192158720,n/a,n/a,n/a,0
134217728,0.625,B,normal,n/a,3,80,10737418240,3257538392,n/a,n/a,n/a,n/a,n/a,10192158720,n/a,n/a,n/a,0
134217728,0.625,C,lru,0,1,80,10737418240,9172585003,80,70,0,0,10737418240,10737434624,78,190,0,0
134217728,0.625,C,lru,0,2,80,10737418240,5657889245,80,70,0,0,10737418240,10737418240,80,136,0,0
134217728,0.625,C,lru,0,3,80,10737418240,5586974607,80,70,0,0,10737418240,10737418240,79,132,0,0
134217728,0.625,D,layer_order,0,1,80,10737418240,3568599797,51,41,0,0,6845104128,6845104128,51,90,0,0
134217728,0.625,D,layer_order,0,2,80,10737418240,3352816409,51,41,0,0,6845104128,6845104128,51,96,0,0
134217728,0.625,D,layer_order,0,3,80,10737418240,3549130750,52,42,0,0,6979321856,6979321856,51,122,0,0
134217728,0.625,E,layer_order,0,1,80,10737418240,3841753756,44,58,0,24,9126805504,9126805504,51,108,0,0
134217728,0.625,E,layer_order,0,2,80,10737418240,3703570797,41,55,0,24,8724152320,8724152320,47,83,0,0
134217728,0.625,E,layer_order,0,3,80,10737418240,3413840486,42,52,0,20,8321499136,8321499136,49,77,0,0
134217728,0.625,C,lru,400000,1,80,10737418240,5933552146,80,70,0,0,10737418240,10737418240,80,56,0,0
134217728,0.625,C,lru,400000,2,80,10737418240,5798985626,80,70,0,0,10737418240,10737418240,80,66,0,0
134217728,0.625,C,lru,400000,3,80,10737418240,5968356489,80,70,0,0,10737418240,10737418240,79,56,0,0
134217728,0.625,D,layer_order,400000,1,80,10737418240,5250043271,68,58,0,0,9126805504,9126805504,58,73,0,0
134217728,0.625,D,layer_order,400000,2,80,10737418240,4599119997,59,49,0,0,7918845952,7918845952,51,53,0,0
134217728,0.625,D,layer_order,400000,3,80,10737418240,4627542332,59,49,0,0,7918845952,7918845952,50,67,0,0
134217728,0.625,E,layer_order,400000,1,80,10737418240,4813883304,53,61,0,18,9529458688,9529458688,46,82,0,0
134217728,0.625,E,layer_order,400000,2,80,10737418240,4419807358,48,60,0,22,9395240960,9395240960,45,67,0,0
134217728,0.625,E,layer_order,400000,3,80,10737418240,5043520229,49,64,0,25,9932111872,9932111872,46,71,0,0
134217728,0.75,A,normal,n/a,1,80,10737418240,3963363604,n/a,n/a,n/a,n/a,n/a,10774933504,n/a,n/a,n/a,0
134217728,0.75,A,normal,n/a,2,80,10737418240,3212892713,n/a,n/a,n/a,n/a,n/a,10768912384,n/a,n/a,n/a,0
134217728,0.75,A,normal,n/a,3,80,10737418240,3232505261,n/a,n/a,n/a,n/a,n/a,10781495296,n/a,n/a,n/a,0
134217728,0.75,A,sequential,n/a,1,80,10737418240,3659261351,n/a,n/a,n/a,n/a,n/a,10737455104,n/a,n/a,n/a,0
134217728,0.75,A,sequential,n/a,2,80,10737418240,3198634375,n/a,n/a,n/a,n/a,n/a,10737455104,n/a,n/a,n/a,0
134217728,0.75,A,sequential,n/a,3,80,10737418240,3013527212,n/a,n/a,n/a,n/a,n/a,10737455104,n/a,n/a,n/a,0
134217728,0.75,B,normal,n/a,1,80,10737418240,3481467149,n/a,n/a,n/a,n/a,n/a,10192158720,n/a,n/a,n/a,0
134217728,0.75,B,normal,n/a,2,80,10737418240,2697859883,n/a,n/a,n/a,n/a,n/a,10192158720,n/a,n/a,n/a,0
134217728,0.75,B,normal,n/a,3,80,10737418240,2764446769,n/a,n/a,n/a,n/a,n/a,10192158720,n/a,n/a,n/a,0
134217728,0.75,C,lru,0,1,80,10737418240,8248201461,80,68,0,0,10737418240,10737418240,79,125,0,0
134217728,0.75,C,lru,0,2,80,10737418240,5316804114,80,68,0,0,10737418240,10737418240,80,141,0,0
134217728,0.75,C,lru,0,3,80,10737418240,5223985456,80,68,0,0,10737418240,10737418240,80,168,0,0
134217728,0.75,D,layer_order,0,1,80,10737418240,2649472323,41,29,0,0,5502926848,5502930944,40,89,0,0
134217728,0.75,D,layer_order,0,2,80,10737418240,2650110811,41,29,0,0,5502926848,5502926848,41,82,0,0
134217728,0.75,D,layer_order,0,3,80,10737418240,2763124189,41,29,0,0,5502926848,5502926848,41,70,0,0
134217728,0.75,E,layer_order,0,1,80,10737418240,2933909326,36,41,0,17,7113539584,7113539584,41,83,0,0
134217728,0.75,E,layer_order,0,2,80,10737418240,2361210826,31,30,0,11,5637144576,5637144576,38,68,0,0
134217728,0.75,E,layer_order,0,3,80,10737418240,3064380287,37,42,0,17,7247757312,7247757312,49,81,0,0
134217728,0.75,C,lru,400000,1,80,10737418240,6004698212,80,68,0,0,10737418240,10737418240,79,51,0,0
134217728,0.75,C,lru,400000,2,80,10737418240,5932461183,80,68,0,0,10737418240,10737418240,79,50,0,0
134217728,0.75,C,lru,400000,3,80,10737418240,5845498692,80,68,0,0,10737418240,10737418240,80,44,0,0
134217728,0.75,D,layer_order,400000,1,80,10737418240,4294543996,55,43,0,0,7381975040,7381975040,47,59,0,0
134217728,0.75,D,layer_order,400000,2,80,10737418240,3882853884,48,36,0,0,6442450944,6442450944,41,58,0,0
134217728,0.75,D,layer_order,400000,3,80,10737418240,4003039554,50,38,0,0,6710886400,6710886400,44,55,0,0
134217728,0.75,E,layer_order,400000,1,80,10737418240,3644784130,37,35,0,10,6308233216,6308233216,37,58,0,0
134217728,0.75,E,layer_order,400000,2,80,10737418240,4462896424,41,46,0,17,7784628224,7784628224,42,49,0,0
134217728,0.75,E,layer_order,400000,3,80,10737418240,4594886154,36,35,0,11,6308233216,6308233216,40,25,0,0
8388608,0.375,A,random,n/a,2,1280,10737418240,199216912306,n/a,n/a,n/a,n/a,n/a,10737455104,n/a,n/a,n/a,0
8388608,0.375,A,random,n/a,3,1280,10737418240,195867242792,n/a,n/a,n/a,n/a,n/a,10737455104,n/a,n/a,n/a,0
8388608,0.5,A,random,n/a,1,1280,10737418240,198284160066,n/a,n/a,n/a,n/a,n/a,10730663936,n/a,n/a,n/a,0
8388608,0.5,A,random,n/a,2,1280,10737418240,186668485426,n/a,n/a,n/a,n/a,n/a,10730065920,n/a,n/a,n/a,0
8388608,0.5,A,random,n/a,3,1280,10737418240,186672465937,n/a,n/a,n/a,n/a,n/a,10736467968,n/a,n/a,n/a,0
8388608,0.625,A,random,n/a,1,1280,10737418240,187276163385,n/a,n/a,n/a,n/a,n/a,10725486592,n/a,n/a,n/a,0
8388608,0.625,A,random,n/a,2,1280,10737418240,202094566619,n/a,n/a,n/a,n/a,n/a,10734387200,n/a,n/a,n/a,0
8388608,0.625,A,random,n/a,3,1280,10737418240,220003199744,n/a,n/a,n/a,n/a,n/a,10729336832,n/a,n/a,n/a,0
8388608,0.75,A,random,n/a,1,1280,10737418240,177937982284,n/a,n/a,n/a,n/a,n/a,10734665728,n/a,n/a,n/a,0
8388608,0.75,A,random,n/a,2,1280,10737418240,193256104217,n/a,n/a,n/a,n/a,n/a,10732625920,n/a,n/a,n/a,0
8388608,0.75,A,random,n/a,3,1280,10737418240,181810461662,n/a,n/a,n/a,n/a,n/a,10616664064,n/a,n/a,n/a,0
134217728,0.25,A,random,n/a,1,80,10737418240,172694735060,n/a,n/a,n/a,n/a,n/a,10737455104,n/a,n/a,n/a,0
134217728,0.25,A,random,n/a,2,80,10737418240,193542291601,n/a,n/a,n/a,n/a,n/a,10737455104,n/a,n/a,n/a,0
134217728,0.25,A,random,n/a,3,80,10737418240,174278919134,n/a,n/a,n/a,n/a,n/a,10737455104,n/a,n/a,n/a,0
134217728,0.375,A,random,n/a,1,80,10737418240,175428735818,n/a,n/a,n/a,n/a,n/a,10737455104,n/a,n/a,n/a,0
134217728,0.375,A,random,n/a,2,80,10737418240,177067749193,n/a,n/a,n/a,n/a,n/a,10737401856,n/a,n/a,n/a,0
134217728,0.375,A,random,n/a,3,80,10737418240,172318656971,n/a,n/a,n/a,n/a,n/a,10737446912,n/a,n/a,n/a,0
134217728,0.5,A,random,n/a,1,80,10737418240,177104926290,n/a,n/a,n/a,n/a,n/a,10736963584,n/a,n/a,n/a,0
134217728,0.5,A,random,n/a,2,80,10737418240,164669010241,n/a,n/a,n/a,n/a,n/a,10735828992,n/a,n/a,n/a,0
134217728,0.5,A,random,n/a,3,80,10737418240,166099767794,n/a,n/a,n/a,n/a,n/a,10732142592,n/a,n/a,n/a,0
134217728,0.625,A,random,n/a,1,80,10737418240,167299951730,n/a,n/a,n/a,n/a,n/a,10736066560,n/a,n/a,n/a,0
134217728,0.625,A,random,n/a,2,80,10737418240,167380524069,n/a,n/a,n/a,n/a,n/a,10734563328,n/a,n/a,n/a,0
134217728,0.625,A,random,n/a,3,80,10737418240,173341212351,n/a,n/a,n/a,n/a,n/a,10735919104,n/a,n/a,n/a,0
134217728,0.75,A,random,n/a,1,80,10737418240,170157375133,n/a,n/a,n/a,n/a,n/a,10623332352,n/a,n/a,n/a,0
134217728,0.75,A,random,n/a,2,80,10737418240,166121445779,n/a,n/a,n/a,n/a,n/a,10732900352,n/a,n/a,n/a,0
134217728,0.75,A,random,n/a,3,80,10737418240,165863933820,n/a,n/a,n/a,n/a,n/a,10686001152,n/a,n/a,n/a,0
8388608,0.25,A,random,n/a,1,1280,10737418240,166054891266,n/a,n/a,n/a,n/a,n/a,10737455104,n/a,n/a,n/a,0
8388608,0.25,A,random,n/a,2,1280,10737418240,167426641984,n/a,n/a,n/a,n/a,n/a,10737455104,n/a,n/a,n/a,0
8388608,0.375,A,random,n/a,1,1280,10737418240,164571905005,n/a,n/a,n/a,n/a,n/a,10737401856,n/a,n/a,n/a,0
